__id,unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,facility_type,status,due_date,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,vehicle_type,taxi_company_borough,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,latitude,longitude,location_address,location_city,location_state,location_zip,location.type,location.coordinates,location
row-6x6v_cgrd-qg4d,54424264,2022-06-01T02:38:18.000,2022-06-03T08:36:12.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2022-06-03T08:36:12.000,Unspecified BROOKLYN,,BROOKLYN,1012360.0,185939.0,MOBILE,Unspecified,BROOKLYN,,,,J,,,Mezzanine,40.676991729707154,-73.8986575864456,,,,,Point,"[-73.8986575864456, 40.676991729707154]",
row-6i4n.faz6_j5qq,54424265,2022-05-06T17:44:53.000,2022-05-26T03:45:06.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2022-05-26T03:45:06.000,Unspecified QUEENS,,QUEENS,999765.0,211160.0,MOBILE,Unspecified,QUEENS,,,,G,,Court Sq & Jackson Av,Entrance,40.74624839308576,-73.94400704996606,,,,,Point,"[-73.94400704996606, 40.74624839308576]",
row-i7cf-fgjg-s8hv,54424266,2022-05-22T18:27:38.000,2022-05-28T13:41:27.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2022-05-28T13:41:27.000,Unspecified MANHATTAN,,MANHATTAN,984839.0,209257.0,MOBILE,Unspecified,MANHATTAN,,,,1,1 Uptown & The Bronx,,Platform,40.741038724204174,-73.99787449135968,,,,,Point,"[-73.99787449135968, 40.741038724204174]",
row-uf83.stej-5zhn,54424267,2022-04-13T03:35:49.000,2022-05-30T18:36:26.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2022-05-30T18:36:26.000,Unspecified MANHATTAN,,MANHATTAN,980554.0,195244.0,MOBILE,Unspecified,MANHATTAN,,,,R,R W to Brooklyn,,Platform,40.70257567248955,-74.01332996168195,,,,,Point,"[-74.01332996168195, 40.70257567248955]",
row-he7m_6npv.yisy,54424268,2022-05-04T09:07:23.000,2022-05-19T08:41:02.000,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,Subway,,,,,,,,ADDRESS,,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2022-05-19T08:41:02.000,Unspecified MANHATTAN,,MANHATTAN,997799.0,225522.0,MOBILE,Unspecified,MANHATTAN,,,,6,6 Uptown & The Bronx,,Platform,40.78567159128137,-73.95107330536266,,,,,Point,"[-73.95107330536266, 40.78567159128137]",
row-u4e5~s8w3-bt76,54424269,2022-05-25T23:47:01.000,2022-05-28T09:41:51.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2022-05-28T09:41:51.000,Unspecified BROOKLYN,,BROOKLYN,990410.0,188535.0,MOBILE,Unspecified,BROOKLYN,,,,2,2 3 to Manhattan,,Platform,40.684159648097406,-73.97778953260718,,,,,Point,"[-73.97778953260718, 40.684159648097406]",
row-r5zn-v3qz.kejy,54424270,2022-05-17T22:47:20.000,2022-05-29T20:59:08.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2022-05-29T20:59:08.000,Unspecified BRONX,,BRONX,1012533.0,253087.0,MOBILE,Unspecified,BRONX,,,,D,,,Mezzanine,40.86129477486614,-73.89775131293116,,,,,Point,"[-73.89775131293116, 40.86129477486614]",
row-qajp-j56q~fnhc,54424271,2022-05-10T02:09:17.000,2022-05-24T12:23:34.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2022-05-24T12:23:34.000,Unspecified QUEENS,,QUEENS,1020088.0,206408.0,MOBILE,Unspecified,QUEENS,,,,E,,Woodhaven Blvd & Queens Blvd,Entrance,40.733146338362616,-73.87068763327294,,,,,Point,"[-73.87068763327294, 40.733146338362616]",
row-5e8t.92pk~mrij,54424272,2022-05-20T23:27:44.000,2022-05-21T10:26:03.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2022-05-21T10:26:03.000,Unspecified MANHATTAN,,MANHATTAN,990783.0,221847.0,MOBILE,Unspecified,MANHATTAN,,,,C,B C Uptown & The Bronx,,Platform,40.77559266075396,-73.97641230315762,,,,,Point,"[-73.97641230315762, 40.77559266075396]",
row-3rqv~5wwe~wmeq,54424273,2022-05-16T19:14:15.000,2022-05-28T09:44:53.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2022-05-28T09:44:53.000,Unspecified MANHATTAN,,MANHATTAN,989336.0,217208.0,MOBILE,Unspecified,MANHATTAN,,,,E,,,Mezzanine,40.76286076343741,-73.98164027353906,,,,,Point,"[-73.98164027353906, 40.76286076343741]",
row-jma5_i59u-295i,24444394,2012-11-20T10:46:07.000,2013-05-23T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Fence - None/Inadequate,,11360,24-33 LITTLE NECK BOULEVARD,LITTLE NECK BOULEVARD,DEAD END,27 AVENUE,,,ADDRESS,BAYSIDE,,,Closed,,The Department of Buildings reviewed this complaint and referred it to the Department of Transportation for further action.,2013-05-23T00:00:00.000,11 QUEENS,4060080040,QUEENS,1047595.0,223769.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.78064346561457,-73.77127235973836,,,,,Point,"[-73.77127235973836, 40.78064346561457]",
row-w3tu~bpmu.kjjp,51040601,2021-06-28T13:36:04.000,2023-10-26T09:53:19.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11235,3064 BRIGHTON    5 STREET,BRIGHTON    5 STREET,OCEAN VIEW AVENUE,BRIGHTON BEACH AVENUE,OCEAN VIEW AVENUE,BRIGHTON BEACH AVENUE,ADDRESS,BROOKLYN,BRIGHTON    5 STREET,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-10-26T09:53:22.000,13 BROOKLYN,3086740027,BROOKLYN,994642.0,149852.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.57797905772222,-73.96259021964278,,,,,Point,"[-73.96259021964278, 40.57797905772222]",
row-xmf5.sqfi~z26q,51041963,2021-06-29T08:26:51.000,2023-11-18T07:32:04.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,10458,2886 BRIGGS AVENUE,BRIGGS AVENUE,EAST  198 STREET,EAST  199 STREET,EAST  198 STREET,EAST  199 STREET,ADDRESS,BRONX,BRIGGS AVENUE,,Closed,,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-11-18T07:32:10.000,07 BRONX,2032960027,BRONX,1015216.0,256152.0,PHONE,Unspecified,BRONX,,,,,,,,40.86969825972811,-73.88803758016827,,,,,Point,"[-73.88803758016827, 40.86969825972811]",
row-jumg.a8eu_u5ab,51042078,2021-06-29T09:49:26.000,2023-10-18T10:24:23.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11234,863 EAST   57 STREET,EAST   57 STREET,AVENUE H,AVENUE I,AVENUE H,AVENUE I,ADDRESS,BROOKLYN,EAST   57 STREET,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-10-18T10:24:30.000,18 BROOKLYN,3077610018,BROOKLYN,1006080.0,169130.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.630872428910386,-73.92135269084609,,,,,Point,"[-73.92135269084609, 40.630872428910386]",
row-rfqm-ar2j-art6,51043493,2021-06-29T20:28:08.000,2023-10-23T08:28:38.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11432,176-44 KILDARE ROAD,KILDARE ROAD,UNIVERSITY ROAD,TRYON PLACE,UNIVERSITY ROAD,TRYON PLACE,ADDRESS,JAMAICA,KILDARE ROAD,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-10-23T08:28:43.000,08 QUEENS,4072360047,QUEENS,1042644.0,202398.0,PHONE,Unspecified,QUEENS,,,,,,,,40.72201974306206,-73.7893350574205,,,,,Point,"[-73.7893350574205, 40.72201974306206]",
row-8ptf-mfbs_eqhk,39966598,2018-08-09T23:05:56.000,,DOHMH,Department of Health and Mental Hygiene,Tattooing,Dirty/Inadequate Equip./Facility,Tattoo Parlor,11364,222-22 UNION TURNPIKE,UNION TURNPIKE,222 STREET,223 STREET,222 STREET,223 STREET,ADDRESS,OAKLAND GARDENS,,,In Progress,2018-09-15T23:05:56.000,The Department of Health and Mental Hygiene will investigate the complaint. Please visit 311 Online at www.nyc.gov/311 or call 311 in 30 days for an updated status of your complaint.,2018-08-10T14:39:14.000,11 QUEENS,4077980001,QUEENS,1053983.0,207320.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.73544726075216,-73.74837714772187,,,,,Point,"[-73.74837714772187, 40.73544726075216]",
row-rnji-s885.f3c4,51044861,2021-06-29T10:14:15.000,2025-07-23T11:33:22.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Clear Street Light,Street,11692,68-18 BEACH CHANNEL DRIVE,BEACH CHANNEL DRIVE,BEACH   68 STREET,BEACH   69 STREET,BEACH   68 STREET,BEACH   69 STREET,ADDRESS,ARVERNE,BEACH CHANNEL DRIVE,,Closed,,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2025-07-23T11:33:25.000,14 QUEENS,4160420001,QUEENS,1040496.0,155307.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.59277957265373,-73.79747703125008,,,,,Point,"[-73.79747703125008, 40.59277957265373]",
row-vhqm_6c2j_ircu,51046233,2021-06-29T19:36:34.000,2023-10-13T07:50:09.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11004,80-52 267 STREET,267 STREET,80 AVENUE,81 AVENUE,80 AVENUE,81 AVENUE,ADDRESS,GLEN OAKS,267 STREET,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-10-13T07:50:12.000,13 QUEENS,4087220262,QUEENS,1066171.0,210930.0,PHONE,Unspecified,QUEENS,,,,,,,,40.74525126580819,-73.70435461151159,,,,,Point,"[-73.70435461151159, 40.74525126580819]",
row-pkit_e3x3_m8dc,51046421,2021-06-29T16:12:17.000,2023-10-23T08:22:36.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11432,176-20 KILDARE ROAD,KILDARE ROAD,UNIVERSITY ROAD,TRYON PLACE,UNIVERSITY ROAD,TRYON PLACE,ADDRESS,JAMAICA,KILDARE ROAD,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-10-23T08:22:39.000,08 QUEENS,4072360035,QUEENS,1042452.0,202165.0,PHONE,Unspecified,QUEENS,,,,,,,,40.72138148146738,-73.79002973786672,,,,,Point,"[-73.79002973786672, 40.72138148146738]",
row-hzed~n8hd-95wq,51047727,2021-06-29T16:09:04.000,2023-10-23T08:28:38.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11432,176-44 KILDARE ROAD,KILDARE ROAD,UNIVERSITY ROAD,TRYON PLACE,UNIVERSITY ROAD,TRYON PLACE,ADDRESS,JAMAICA,KILDARE ROAD,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-10-23T08:28:41.000,08 QUEENS,4072360047,QUEENS,1042644.0,202398.0,PHONE,Unspecified,QUEENS,,,,,,,,40.72201974306206,-73.7893350574205,,,,,Point,"[-73.7893350574205, 40.72201974306206]",
row-i7un-2yev_4jcv,51049358,2021-06-29T16:12:53.000,2023-10-23T08:22:36.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11432,176-08 KILDARE ROAD,KILDARE ROAD,UNIVERSITY ROAD,TRYON PLACE,UNIVERSITY ROAD,TRYON PLACE,ADDRESS,JAMAICA,KILDARE ROAD,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-10-23T08:22:39.000,08 QUEENS,4072360029,QUEENS,1042450.0,202164.0,PHONE,Unspecified,QUEENS,,,,,,,,40.7213787498748,-73.79003696171118,,,,,Point,"[-73.79003696171118, 40.7213787498748]",
row-rvhj_7ckn.8u7u,51050765,2021-06-29T20:28:26.000,2023-10-23T08:28:38.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11432,176-44 KILDARE ROAD,KILDARE ROAD,UNIVERSITY ROAD,TRYON PLACE,UNIVERSITY ROAD,TRYON PLACE,ADDRESS,JAMAICA,KILDARE ROAD,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-10-23T08:28:43.000,08 QUEENS,4072360047,QUEENS,1042644.0,202398.0,PHONE,Unspecified,QUEENS,,,,,,,,40.72201974306206,-73.7893350574205,,,,,Point,"[-73.7893350574205, 40.72201974306206]",
row-9k5s~deeh-pwwj,51052472,2021-06-29T16:03:46.000,2023-10-23T08:28:44.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11432,176-54 KILDARE ROAD,KILDARE ROAD,UNIVERSITY ROAD,TRYON PLACE,UNIVERSITY ROAD,TRYON PLACE,ADDRESS,JAMAICA,KILDARE ROAD,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-10-23T08:28:48.000,08 QUEENS,4072360049,QUEENS,1042645.0,202400.0,PHONE,Unspecified,QUEENS,,,,,,,,40.72202522596194,-73.78933143243482,,,,,Point,"[-73.78933143243482, 40.72202522596194]",
row-7k73.sapi_d7cx,51053600,2021-06-30T13:40:56.000,1899-12-31T19:00:00.000,DPR,Department of Parks and Recreation,Uprooted Stump,Remove Stump,Street,11429,109-22 209 STREET,209 STREET,109 AVENUE,HOLLIS AVENUE,109 AVENUE,HOLLIS AVENUE,ADDRESS,QUEENS VILLAGE,209 STREET,,In Progress,,"NYC Parks reviewed this request and will visit the location to investigate the condition.    Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.    For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.     To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-19T10:40:45.000,13 QUEENS,4109180022,QUEENS,1053845.0,197719.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.70909603194947,-73.74897437919924,,,,,Point,"[-73.74897437919924, 40.70909603194947]",
row-jmb2~k4v8.x7e8,51053659,2021-06-30T13:35:30.000,2023-09-05T13:28:55.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,11228,244 BAY    8 STREET,BAY    8 STREET,BATH AVENUE,CROPSEY AVENUE,BATH AVENUE,CROPSEY AVENUE,ADDRESS,BROOKLYN,BAY    8 STREET,,Closed,,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-05T13:28:58.000,11 BROOKLYN,3064250001,BROOKLYN,980099.0,160559.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.607372742312634,-74.01494961169132,,,,,Point,"[-74.01494961169132, 40.607372742312634]",
row-sgu9.dy6f.efhx,58215002,2023-07-16T09:05:00.000,2024-02-26T10:35:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Lamp,,10006,,,,,GREENWICH STREET,RECTOR STREET,INTERSECTION,MANHATTAN,,N/A,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-07-16T11:15:00.000,01 MANHATTAN,,MANHATTAN,980482.0,197208.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.70796635945788,-74.01359073523909,,,,,Point,"[-74.01359073523909, 40.70796635945788]",
row-622y_rjz2-cxwh,39969841,2018-08-09T14:39:23.000,,DOHMH,Department of Health and Mental Hygiene,Unleashed Dog,Unleashed Dog in Public,Public/Unfenced Area,11369,32-53 110 STREET,110 STREET,ASTORIA BOULEVARD,NORTHERN BOULEVARD,ASTORIA BOULEVARD,NORTHERN BOULEVARD,ADDRESS,EAST ELMHURST,,,In Progress,2018-09-08T14:39:23.000,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,03 QUEENS,4017040155,QUEENS,1023010.0,215766.0,PHONE,Unspecified,QUEENS,,,,,,,,40.75881934679803,-73.86009042121331,,,,,Point,"[-73.86009042121331, 40.75881934679803]",
row-fcd6_c2c6-nfuf,51053962,2021-06-30T12:57:11.000,2023-10-23T10:13:50.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11426,241-07 83 AVENUE,83 AVENUE,241 STREET,242 STREET,241 STREET,242 STREET,ADDRESS,BELLEROSE,83 AVENUE,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-10-23T10:13:54.000,13 QUEENS,4079040007,QUEENS,1060195.0,207360.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.73550589166706,-73.7259616075335,,,,,Point,"[-73.7259616075335, 40.73550589166706]",
